"","Year","Week","Density","Station_ID","Species","station_week"
"1","1986",18,122.6366888,"S15","EUBOSMINA (EUBOSMINA) COREGONI",2
"2","1986",18,245.2733776,"S15","LEPTODIAPTOMUS MINUTUS",2
"3","1986",18,1185.487992,"S15","LEPTODIAPTOMUS SICILIS",2
"4","1986",18,899.3357179,"S15","DIACYCLOPS BICUSPIDATUS THOMASI",2
"5","1986",18,18.4964242,"K45","BOSMINA (BOSMINA) LONGIROSTRIS",2
"6","1986",18,18.4964242,"K45","DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE",2
"7","1986",18,18.4964242,"K45","EUBOSMINA (EUBOSMINA) COREGONI",2
"8","1986",18,92.48212099,"K45","LEPTODIAPTOMUS MINUTUS",2
"9","1986",18,906.3247857,"K45","LEPTODIAPTOMUS SICILIS",2
"10","1986",18,277.446363,"K45","DIACYCLOPS BICUSPIDATUS THOMASI",2
"11","1986",18,18.4964242,"K45","MESOCYCLOPS EDAX",2
"12","1986",19,51.12964561,"C9","DAPHNIA (HYALODAPHNIA) GALEATA MENDOTAE",3
"13","1986",19,102.2592912,"C9","LEPTODIAPTOMUS SICILIS",3
"14","1986",19,818.0743297,"C9","DIACYCLOPS BICUSPIDATUS THOMASI",3
"15","1986",19,705.1891682,"K42","LEPTODIAPTOMUS SICILIS",3
"16","1986",19,367.9247834,"K42","DIACYCLOPS BICUSPIDATUS THOMASI",3
"17","1986",19,15.33019931,"K42","TROPOCYCLOPS PRASINUS PRASINUS",3
"18","1986",19,364.8037356,"C6","BOSMINA (BOSMINA) LONGIROSTRIS",3
"19","1986",19,121.6012452,"C6","EUBOSMINA (EUBOSMINA) COREGONI",3
"20","1986",19,608.006226,"C6","DIACYCLOPS BICUSPIDATUS THOMASI",3
"21","1986",21,1208.361864,"C6","BOSMINA (BOSMINA) LONGIROSTRIS",5
"22","1986",21,201.393644,"C6","DAPHNIA (DAPHNIA) RETROCURVA",5
"23","1986",21,201.393644,"C6","EUBOSMINA (EUBOSMINA) COREGONI",5
"24","1986",21,805.5745761,"C6","DAPHNIA SP.",5
"25","1986",21,201.393644,"C6","DIACYCLOPS BICUSPIDATUS THOMASI",5
"26","1986",21,209.0082558,"C9","BOSMINA (BOSMINA) LONGIROSTRIS",5
"27","1986",21,209.0082558,"C9","DAPHNIA (DAPHNIA) RETROCURVA",5
"28","1986",21,209.0082558,"C9","EUBOSMINA (EUBOSMINA) COREGONI",5
"29","1986",21,418.0165117,"C9","LEPTODIAPTOMUS MINUTUS",5
"30","1986",21,836.0330233,"C9","LEPTODIAPTOMUS SICILIS",5
"31","1986",21,209.0082558,"C9","DIACYCLOPS BICUSPIDATUS THOMASI",5
"32","1986",21,209.0082558,"C9","TROPOCYCLOPS PRASINUS PRASINUS",5
"33","1986",21,75.22190462,"K42","DAPHNIA (DAPHNIA) RETROCURVA",5
"34","1986",21,150.4438092,"K42","EUBOSMINA (EUBOSMINA) COREGONI",5
"35","1986",21,75.22190462,"K42","LEPTODIAPTOMUS MINUTUS",5
"36","1986",21,376.1095231,"K42","LEPTODIAPTOMUS SICILIS",5
"37","1986",21,451.3314277,"K42","DIACYCLOPS BICUSPIDATUS THOMASI",5
"38","1986",21,248.447205,"K45","BOSMINA (BOSMINA) LONGIROSTRIS",5
"39","1986",21,1366.459627,"K45","LEPTODIAPTOMUS SICILIS",5
"40","1986",21,372.6708075,"K45","DIACYCLOPS BICUSPIDATUS THOMASI",5
"41","1986",21,124.2236025,"K45","TROPOCYCLOPS PRASINUS PRASINUS",5
"42","1986",21,167.539267,"S15","EUBOSMINA (EUBOSMINA) COREGONI",5
"43","1986",21,335.078534,"S15","LEPTODIAPTOMUS MINUTUS",5
"44","1986",21,1005.235602,"S15","LEPTODIAPTOMUS SICILIS",5
"45","1986",21,1005.235602,"S15","DIACYCLOPS BICUSPIDATUS THOMASI",5
"46","1986",21,167.539267,"S15","TROPOCYCLOPS PRASINUS PRASINUS",5
